C_Class_Name,C_Model_Number,C_SKU_Name,C_SKU_Nbr,C_Sub_Class_2,C_Sub_Class_Nbr,C_dept_2,C_Sales_Units,C_Str_OH_units_wkly
BOARDS,UNKNOWN,2X6-12FT PRMD FASCIA BOARD,108171,021-005-009-TRIM BOARDS,021-005-009,21-LUMBER,2904.0,545.0
PRESSURE TREATED/DECKING,198975,6 FT. WESTERN RED CEDAR STAIR RAILIN,1001101308,021-020-004-COMPOSITE DECK/RAIL,021-020-004,21-LUMBER,1406.0,0.0
FENCING,128007,4 FT. X 8 FT. GLENDALE ARCHED TOP SP,1000344269,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,537.0,0.0
PRESSURE TREATED/DECKING,153689,5 IN. X 5 IN. VINYL ANAHEIM SEACOAST,1000347361,021-020-004-COMPOSITE DECK/RAIL,021-020-004,21-LUMBER,140.0,0.0
BOARDS,334162,1 IN. X 6 IN. X 4 FT. SMOKE WHITE CH,1003403413,021-005-010-HARDWOOD,021-005-010,21-LUMBER,667.0,
LAWN ACCESSORIES,406382,72 IN. CEDAR GRID TRELLIS,1005184415,028-023-005-TRELLIS/SHEP HOOKS/ARBOR,028-023-005,28-SEASONAL/GARDEN,180.0,
PRESSURE TREATED/DECKING,211700,4 IN. X 4 IN. X 4-1/2 FT. PRESSURE-T,1001253077,021-020-005-PT TIMBERS,021-020-005,21-LUMBER,1447.0,
PRESSURE TREATED/DECKING,238352,45-1/2 IN. X 36 IN. ADJUSTABLE BLACK,1001815435,021-020-060-S/O PRSSR TRTD WOOD PROD,021-020-060,21-LUMBER,2721.0,
BOARDS,285850,1 IN. X 4 IN. X 6 FT. BARN WOOD CHAR,1002433245,021-005-010-HARDWOOD,021-005-010,21-LUMBER,136.0,
BOARDS,297805,1 IN. X 8 IN. X 1.83 FT. NATURAL PIN,1002591079,021-005-010-HARDWOOD,021-005-010,21-LUMBER,160.0,
PRESSURE TREATED/DECKING,UNKNOWN,DLVRD 2X10-16FT #1 PT RWD-TN WTHRSHD,1000019456,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,24.0,
HARDSCAPES,204953,27 IN. X 21 IN. X 14 IN. FIBERLITE L,1001687414,028-028-005-LANDSCAPE ROCK,028-028-005,28-SEASONAL/GARDEN,298.0,
BOARDS,283976,1 IN. X 8 IN. X 6 FT. SQUARE EDGE PI,1002342427,021-005-010-HARDWOOD,021-005-010,21-LUMBER,1381.0,
LANDSCAPE,125920,90 TAN HANDRAIL OUTSIDE CORNER,1001582307,021-007-060-S/O LANDSCAPE,021-007-060,21-LUMBER,6.0,
LANDSCAPE,118448,0.75 IN. X 1.18 IN. X 8 FT. BROWNSTO,1000340007,021-007-002-LATTICE,021-007-002,21-LUMBER,4600.0,
FENCING,153636,PRO SERIES 6 FT. X 4 FT. ANAHEIM ADO,1000345003,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,1.0,
BOARDS,375777,1 IN. X 4 IN. X 2 FT. CHARRED WOOD P,1004528702,021-005-010-HARDWOOD,021-005-010,21-LUMBER,167.0,
HOME & MOBILE ELECTRONIC,UNKNOWN,WHITE WIRED DOOR CHIME,175977,027-031-004-DOORBELLS,027-031-004,27-ELECTRICAL AND LIGHTING,,
BOARDS,263241,1 IN. X 6 IN. X 6 FT. BARN WOOD LIGH,1002063909,021-005-010-HARDWOOD,021-005-010,21-LUMBER,873.0,
PRESSURE TREATED/DECKING,142289,5 IN. X 5 IN. BRONZE COMPOSITE PYRAM,1002146308,021-020-004-COMPOSITE DECK/RAIL,021-020-004,21-LUMBER,36.0,
LANDSCAPE,SP 5722,2X2-8FT CEDAR LATTICE CAP /STD,335140,021-007-002-LATTICE,021-007-002,21-LUMBER,16802.0,1042.0
LANDSCAPE,UNKNOWN,UFP_S/O_21-7-60_LANDSCAPE,1001349041,021-007-060-S/O LANDSCAPE,021-007-060,21-LUMBER,22231.0,21.0
COMPOSITION,UNKNOWN,UFP_S/O_21-4-60_COMPOSITION,1000247167,021-004-060-S/O COMPOSITION,021-004-060,21-LUMBER,2396.0,48.0
FIRE,UNKNOWN,UNCLE ETHAN'S FIRELOGS,459750,028-020-007-WAX LOGS,028-020-007,28-SEASONAL/GARDEN,1.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,4X4-6' #2 PT GC,411310,021-020-005-PT TIMBERS,021-020-005,21-LUMBER,3144793.3,57509.0
BOARDS,371079,1X4-12' TIMELESS CALVRY BLUE TRM 2PK,1004299524,021-005-008-PATTERN STOCK,021-005-008,21-LUMBER,2919.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,2X12-8FT #1 PT GC,1001787118,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,377268.0,5576.0
PRESSURE TREATED/DECKING,186739,TIFFANY PRESSURE-TREATED 6 IN. X 6 I,1000099571,021-020-060-S/O PRSSR TRTD WOOD PROD,021-020-060,21-LUMBER,10.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,1X2-8FT PT WEATHERSHIELD,315412,021-020-006-PT BOARDS,021-020-006,21-LUMBER,10382336.65,216304.0
PRESSURE TREATED/DECKING,UNKNOWN,2X2-8FT #1 PT CEDAR-TONE WEATHERSHLD,1000004824,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,719107.5,24393.0
BOARDS,UNKNOWN,2X8-12FT ROUGH SAWN COMMON BOARD,857346,021-005-009-TRIM BOARDS,021-005-009,21-LUMBER,55.0,
PRESSURE TREATED/DECKING,UNKNOWN,2X10-10FT #2 PT GC,1001786882,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,202343.0,6142.0
FENCING,UNKNOWN,"DIS 44""X96"" LOVELAND PT FENCE PNL",1001088665,021-008-018-EVENTS,021-008-018,21-LUMBER,24.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,1X4-8FT PT WEATHERSHIELD,155395,021-020-006-PT BOARDS,021-020-006,21-LUMBER,3276033.06,29390.0
BOARDS,349790,1X4-8' TIMELESS WHITE TRIM 2 PACK,1003912161,021-005-010-HARDWOOD,021-005-010,21-LUMBER,1172.0,4010.0
LAWN ACCESSORIES,UNKNOWN,"""1.5"" X 1.5"" X6' WOOD GARDEN STAKE",439925,028-023-011-PLANT SUPPORT AND CARE,028-023-011,28-SEASONAL/GARDEN,79482.0,8984.0
FENCING,118668,PRO SERIES 5 IN. X 5 IN. X 8 FT. WOO,1000342092,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,356.0,0.0
PLYWOOD,UNKNOWN,3/16 2X4 WHITE MARKER BOARD,926009,021-001-006-PROJECT PANELS,021-001-006,21-LUMBER,771532.0,18.0
PRESSURE TREATED/DECKING,UNKNOWN,2X4-14FT #2 PRIME PT GC WEATHERSHLD,1001786881,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,156247.0,3084.0
DIMENSIONAL LUMBER,51071,8X8-12FT ROUGH PATIO DOUG FIR,1002357392,021-003-004-TIMBERS,021-003-004,21-LUMBER,30.0,16.0
PRESSURE TREATED/DECKING,UNKNOWN,5/4X6-12FT PREM PT CEDAR-TNE WHRSHLD,1000004731,021-020-003-PT WATER REPELLANTLUMBER,021-020-003,21-LUMBER,843455.0,19214.0
HOME & MOBILE ELECTRONIC,245824,WHT WIRELESS 3SOUND BATTOP DOORCHIME,1000504318,027-031-004-DOORBELLS,027-031-004,27-ELECTRICAL AND LIGHTING,95.0,0.0
FENCING,141569,DOVER 6' X 8' VINYL PRIV PNL KIT,1004921339,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,,1.0
CONCRETE,UNKNOWN,"1/2""X4' #4 REBAR",274356,022-009-009-CONCRETE FORMING PRODUCT,022-009-009,22-BUILDING MATERIALS,37400.0,4771.0
DIMENSIONAL LUMBER,UNKNOWN,2X6-16FT J-GRADE SEL SPF T/G FASCIA,168831,021-003-009-FASCIA,021-003-009,21-LUMBER,30.0,
PRESSURE TREATED/DECKING,UNKNOWN,2X10-8FT #2 PRIME OR BTR PT CEDAR-TN,1001696745,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,12474.0,0.0
DIMENSIONAL LUMBER,284533,TAKE-AND-PLAY CORNHOLE TOSS GAME SET,1002549217,021-003-063-S/O KITS & HARDWARE,021-003-063,21-LUMBER,13.0,
FENCING,181978,6 FT. X 3-1/2 FT. PALATINE SHADOWBOX,1000345326,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,105.0,
FENCING,131174,1-1/2 OZ. VINYL FENCE CEMENT,1001267366,022-013-002-CHAIN LINK,022-013-002,22-BUILDING MATERIALS,62.0,
LANDSCAPE,UNKNOWN,UFP_S/O_21-7-61_LANDSCAPE,1004718703,021-007-061-S/O LNDSCP NONWOOD,021-007-061,21-LUMBER,5428.0,
STUDS,UNKNOWN,UFP_S/O_21-6-60 STUDS,1004511031,021-006-060-S/O STUDS,021-006-060,21-LUMBER,3740.0,
FENCING,181998,PRO SERIES 5 IN. X 5 IN. X 74 IN. VI,1000345313,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,21.0,
PRESSURE TREATED/DECKING,UNKNOWN,SO DLVD 2X8-12FT #1 PT RWD-TN WS,1000021393,021-020-060-S/O PRSSR TRTD WOOD PROD,021-020-060,21-LUMBER,,
DIMENSIONAL LUMBER,UNKNOWN,2X6-24FT #2 KD SYP,207737,021-003-002-NARROW,021-003-002,21-LUMBER,8.0,
LANDSCAPE,UNKNOWN,4X8 VERANDA WOODLAND GREEN LATTICE,376820,021-007-002-LATTICE,021-007-002,21-LUMBER,6286.0,569.0
CONCRETE,UNKNOWN,"42""X84"" STEEL WIRE REMESH SHEET",175404,022-009-009-CONCRETE FORMING PRODUCT,022-009-009,22-BUILDING MATERIALS,99691.0,4570.0
BOARDS,390019,1 X 6 TROP HW KD R/L,1004740625,021-005-010-HARDWOOD,021-005-010,21-LUMBER,5390.719999999999,689.35
DIMENSIONAL LUMBER,UNKNOWN,2X10-10FT #2 PRIME KD SYP,937274,021-003-003-WIDE,021-003-003,21-LUMBER,4969.0,99.0
PLYWOOD,UNKNOWN,S/O_21-1-60_PLYWOOD_UNIVERSAL,1000016626,021-001-060-S/O PLYWOOD,021-001-060,21-LUMBER,,0.0
PRESSURE TREATED/DECKING,UNKNOWN,4X4-12FT #2 PT GC,258132,021-020-005-PT TIMBERS,021-020-005,21-LUMBER,3359860.0,59547.0
CONCRETE,UNKNOWN,SPECIAL ORDER REBAR,159287,022-009-060-S/O CONCRETE,022-009-060,22-BUILDING MATERIALS,,0.0
BOARDS,214325,1X6-12' CYPRESS T&G VJ BOARD,1002370027,021-005-008-PATTERN STOCK,021-005-008,21-LUMBER,8119.0,457.0
PLYWOOD,425142,1/4 4X4 OKOUME VIROLA PLYWOOD,425142,021-001-006-PROJECT PANELS,021-001-006,21-LUMBER,22875.0,378.0
PLYWOOD,420509,"1/4""X12""X20"" BIRCH PLYWOOD 4-PK",1005584708,021-001-006-PROJECT PANELS,021-001-006,21-LUMBER,379.0,502.0
PRESSURE TREATED/DECKING,UNKNOWN,2X8-20FT #2 PRIME PT GC,1001790459,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,12164.0,573.0
FENCING,UNKNOWN,THD VINYL FENCE DISPLAY UFP - L,415803,021-008-018-EVENTS,021-008-018,21-LUMBER,1.0,0.0
GYPSUM,169012,USG DURABOND 90 MIN 25 LB BAG,459550,022-012-003-JOINT TREATMENT,022-012-003,22-BUILDING MATERIALS,97.0,0.0
FENCING,UNKNOWN,DIS PT PINE 3-HOLE END POST,1001281243,021-008-018-EVENTS,021-008-018,21-LUMBER,1.0,1.0
FENCING,UNKNOWN,976-306 S/O VERANDA PREMIUM FENCING,976306,021-008-060-S/O WOOD FENCING,021-008-060,21-LUMBER,2.0,6.0
PRESSURE TREATED/DECKING,UNKNOWN,"23/32"" 4X8 PT FIRE RATED PLY",597468,021-020-008-FIRE RETARDANT TREATED,021-020-008,21-LUMBER,14652.0,725.0
PRESSURE TREATED/DECKING,UNKNOWN,435-090 S/O UNIVERSAL FOREST PRODS.,435090,021-020-060-S/O PRSSR TRTD WOOD PROD,021-020-060,21-LUMBER,531.0,1701.0
PRESSURE TREATED/DECKING,332397,4X4-8FT SEL STRUC GC RED PT KDAT,1003236487,021-020-005-PT TIMBERS,021-020-005,21-LUMBER,13687.0,986.0
LANDSCAPE,UNKNOWN,2X3-6FT PT RWD-TN MOLDED RAIL INSRT,719113,021-007-006-SPECIALTY,021-007-006,21-LUMBER,966.0,0.0
FENCING,306111,GLENDALE 4 FT. H X 8 FT. W VINYL SPA,1002796582,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,2177.0,
FENCING,UNKNOWN,DIS 6'X8'JPNSE CDR SQ LATTICE PNL,1002861250,021-008-018-EVENTS,021-008-018,21-LUMBER,1.0,
PRESSURE TREATED/DECKING,141779,9 IN. BLACK RIDGE DECORATIVE FASCIA,1000348081,021-020-060-S/O PRSSR TRTD WOOD PROD,021-020-060,21-LUMBER,31.0,
LANDSCAPE,UNKNOWN,DLVRD 2X4-6FT REDWOOD HANDRAIL,1000019487,021-007-006-SPECIALTY,021-007-006,21-LUMBER,1.0,
FENCING,144764,PRO SERIES 8-1/2 FT. X 5 IN. X 5 IN.,1000341696,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,3.0,
FENCING,125497,WHITE STAINLESS STEEL CORNER HINGE,1000341758,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,44.0,
PLYWOOD,225477,MEDIUM DENSITY FIBERBOARD (COMMON: 1,1001385766,021-001-060-S/O PLYWOOD,021-001-060,21-LUMBER,427.0,
FENCING,153575,PRO SERIES 6 FT. X 8 FT. VINYL ANAHE,1000345064,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,37.0,
LANDSCAPE,UNKNOWN,2X3-6FT PT MOLDED RAIL INSERT,1000340546,021-007-006-SPECIALTY,021-007-006,21-LUMBER,1030.0,0.0
FENCING,UNKNOWN,4X4-7FT PT PINE 3-HOLE PT CRNR POST,862944,021-008-012-POST/RAIL,021-008-012,21-LUMBER,21443.0,1283.0
LANDSCAPE,UNKNOWN,"1/2"" 4'X8' PT SYP LATTICE",440542,021-007-002-LATTICE,021-007-002,21-LUMBER,765920.5,18081.0
FENCING,209356,1-1/2 IN. X 5-1/2 IN. X 8 FT. VINYL,1001248919,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,5085.0,0.0
LANDSCAPE,UNKNOWN,"3/4"" 4X8 SQUARE PT SPF LATTICE",1000008110,021-007-002-LATTICE,021-007-002,21-LUMBER,25357.0,2204.0
PRESSURE TREATED/DECKING,UNKNOWN,2X10-16 #2 PRIME OR BTR PT GC,1001754091,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,1114544.18,28407.0
PRESSURE TREATED/DECKING,229272,"16""X16""X16"" CRAB TRAP WOOD CRATE",229272,021-020-006-PT BOARDS,021-020-006,21-LUMBER,353.0,25.0
DIMENSIONAL LUMBER,UNKNOWN,2X4-12FT STD/BTR KD-HT PRIME SPF,161667,021-003-002-NARROW,021-003-002,21-LUMBER,28373.0,597.0
BOARDS,UNKNOWN,1X4-12FT PRMD FASCIA BOARD,846031,021-005-009-TRIM BOARDS,021-005-009,21-LUMBER,5328.0,958.0
BOARDS,UNKNOWN,"10"" WHITE SLATWALL SHELF BRACKET",410385,021-005-020-SPECIALTY,021-005-020,21-LUMBER,145.0,
FENCING,141396,"5""X5""X8' PRO ROUTED CORNER POST",323876,021-008-015-VINYL ACCESSORIES,021-008-015,21-LUMBER,19262.0,2907.0
BOARDS,UNKNOWN,2X6-12FT ROUGH SAWN COMMON BOARD,174233,021-005-009-TRIM BOARDS,021-005-009,21-LUMBER,33.0,0.0
FENCING,144757,PRO SERIES 8-1/6 FT. X 5 IN. X 5 IN.,1000341930,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,204.0,0.0
PLYWOOD,420631,"1/4X12"" WHITE MDF CIRCLE",1005584818,021-001-006-PROJECT PANELS,021-001-006,21-LUMBER,469.0,2069.0
PRESSURE TREATED/DECKING,UNKNOWN,2X4-8FT #2 PT,218458,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,13852349.08,101243.0
LANDSCAPE,UNKNOWN,DLVRD 6' PT RWD-TN PRE-BUILT HNDRAIL,1000019494,021-007-006-SPECIALTY,021-007-006,21-LUMBER,,0.0
BOARDS,UNKNOWN,1X6-10FT RESAWN TRIM BOARD,408050,021-005-009-TRIM BOARDS,021-005-009,21-LUMBER,115268.0,4060.0
LANDSCAPE,UNKNOWN,2X2-36IN PT CEDAR-TONE SE BALUSTER,1000004865,021-007-006-SPECIALTY,021-007-006,21-LUMBER,2132750.3,52177.0
