C_State_Territory_Code,C_d_Market,C_d_Market_Nbr,C_d_Store,C_d_Store_Nbr,C_Str_OH_units_wkly,C_sales
NC,0057-MYRTLE BEACH,0057,3629-WILMINGTON,3629,17810.0,2156400.650000001
WI,0164-MILWAUKEE,0164,4929-WISCONSIN DELL,4929,13870.0,4067638.8099999167
TX,0042-AUSTIN,0042,0509-LAKELINE,0509,10487.0,869465.7499999803
GA,0001-ATLANTA,0001,6980-DAHLONEGA,6980,21149.0,6989802.8299997
VA,0176-RICHMOND,0176,4624-MECHANICSVILLE,4624,36837.0,6883311.399999627
OH,0595-MEDINA,0595,3833-MEDINA,3833,4668.0,769179.800000008
GA,0001-ATLANTA,0001,"0132-CARROLLTON, GA",0132,23002.0,8955142.709999777
NY,0093-ROCHESTER,0093,6155-ITHACA,6155,2447.0,234757.1100000012
VA,0043-WASHINGTON DC,0043,4608-FALLS CHURCH,4608,20553.0,10805617.169999573
MD,0043-WASHINGTON DC,0043,2584-REISTERSTOWN,2584,4485.0,880535.0399999685
CA,0021-SAN FRANCISCO BAY,0021,0629-PLEASANTON,0629,5312.0,947287.5499999031
TX,0008-HOUSTON,0008,1853-LEAGUE CITY,1853,36372.0,9819455.630000366
MO,0129-KANSAS CITY,0129,3021-MIDTOWN KANSAS CITY,3021,3703.0,520209.6400000002
IN,0608-SEYMOUR,0608,2021-SEYMOUR,2021,9890.0,5278549.139999878
CA,0048-LA,0048,1037-PARAMOUNT,1037,4417.0,905282.4199999833
FL,0003-ORL/MEL/DAYTONA,0003,6375-CLERMONT,6375,19501.0,6978005.959999859
LA,0005-NEW ORLEANS,0005,0386-SLIDELL EAST,0386,2146.0,97103.22000000015
PA,0034-PHIL/PA/NJ/DE,0034,4142-RIDLEY TOWNSHIP,4142,5435.0,1038136.0299999603
CA,0021-SAN FRANCISCO BAY,0021,0639-COLMA II,0639,4193.0,1315613.6199998592
TX,0008-HOUSTON,0008,0569-MARKET STREET,0569,31524.0,15028881.810001044
LA,0005-NEW ORLEANS,0005,0357-BATON ROUGE,0357,3106.0,200063.75999999943
OH,0237-DAYTON,0237,"3854-CENTERVILLE,OH",3854,11266.0,3141947.3200000077
MS,0102-JACKSON,0102,2902-NE JACKSON,2902,2031.0,127480.37999999989
PA,0068-PENNSYLVANIA,0068,8955-WEST SADSBURY,8955,15412.0,4960266.650000124
GA,0027-CHATTANOOGA,0027,1769-FT OGLETHORPE,1769,23815.0,5758588.319999781
UT,0076-UTAH,0076,4410-W JORDAN,4410,3197.0,918613.0799999617
FL,0004-TAMPA/ST.PETE,0004,1863-NE BRADENTON,1863,16383.0,4787725.799999913
PA,0068-PENNSYLVANIA,0068,4122-WILKES-BARRE,4122,13544.0,6705369.619999923
VA,0335-ROANOKE,0335,4628-S ROANOKE,4628,4354.0,569449.1699999942
CA,0047-INLAND/DESERT,0047,"8987-BEAUMONT, CA",8987,9566.0,1539261.5999999752
ME,0112-MAINE,0112,2410-TOPSHAM,2410,6209.0,742097.6600000235
OH,"0157-COLUMBUS,OH",0157,3831-SAWMILL,3831,10955.0,2949296.9799999716
MI,0143-BAY CITY,0143,2739-BAY CITY,2739,5392.0,575829.9200000134
AR,0148-FAYETTEVILLE,0148,8537-EL DORADO,8537,2299.0,233357.75000000175
OH,0139-CLEVELAND,0139,3815-MENTOR,3815,3987.0,1247010.1899999883
MI,0143-BAY CITY,0143,2716-W FLINT,2716,4785.0,535531.1300000113
TN,0019-NASHVILLE,0019,0721-ANTIOCH,0721,1703.0,211927.62999999966
IL,0075-CHICAGO,0075,1975-OSWEGO,1975,11120.0,1933457.5399999677
OR,0054-PORTLAND,0054,4030-NORTH SALEM,4030,2212.0,894246.2399998842
OR,0054-PORTLAND,0054,4015-SHERWOOD,4015,4402.0,1252155.579999818
NH,0260-NEW HAMPSHIRE,0260,3484-NORTH NASHUA,3484,8216.0,3984694.2799998485
KS,0129-KANSAS CITY,0129,2211-LAWRENCE,2211,2477.0,578544.669999999
NY,0065-WAPPING/WALLKILL,0065,6178-FISHKILL,6178,2051.0,271247.3700000018
TN,0019-NASHVILLE,0019,"0745-LEBANON,TN",0745,1501.0,238834.9000000002
PA,0034-PHIL/PA/NJ/DE,0034,4166-PHIL/OREGON AVE,4166,5206.0,889098.4699999483
CA,0029-SACRAMENTO,0029,1043-VACAVILLE,1043,4243.0,816805.2799999391
IL,0304-CENTRAL ILLINOIS,0304,1984-CHAMPAIGN,1984,4162.0,1267834.9099999708
TN,0019-NASHVILLE,0019,0720-MADISON,0720,1253.0,336974.74000000174
OH,0156-CINCINNATI,0156,3861-E HAMILTON,3861,14366.0,5004642.289999834
MI,0072-DETROIT,0072,2731-MADISON HEIGHTS,2731,10468.0,1205918.1799999857
CA,0021-SAN FRANCISCO BAY,0021,0633-VALLEJO,0633,5188.0,997854.2499998995
OR,0054-PORTLAND,0054,4034-GRANTS PASS,4034,3395.0,1110233.3599998506
MI,0067-GRAND RAPIDS,0067,2748-W WYOMING,2748,14975.0,5099500.179999842
MD,0043-WASHINGTON DC,0043,2579-LANSDOWNE,2579,4320.0,1499590.149999913
FL,0002-MIAMI/FTL/WPALM,0002,0260-MELBOURNE,0260,23628.0,2858908.4299999857
PA,0068-PENNSYLVANIA,0068,4108-WHITEHALL,4108,15019.0,4501788.470000053
CA,0012-SAN DIEGO,0012,0673-SANTEE,0673,10922.0,1845202.9799998878
CA,0021-SAN FRANCISCO BAY,0021,1380-MARTINEZ,1380,3789.0,682696.7899999612
MO,0109-ST. LOUIS,0109,3002-HANLEY RD & 40,3002,14449.0,5130988.820000001
MD,0043-WASHINGTON DC,0043,2552-COLLEGE PARK,2552,4946.0,1367715.829999943
NC,0045-CHARLOTTE,0045,3603-UNIVERSITY,3603,24069.0,5357872.880000042
PA,0034-PHIL/PA/NJ/DE,0034,4158-HILLTOWN,4158,4548.0,819324.1199999668
MT,0204-WESTERN MONTANA,0204,3104-BOZEMAN,3104,10188.0,3347517.810000347
GA,0001-ATLANTA,0001,0148-NEWNAN,0148,29512.0,9641800.329999944
OH,"0157-COLUMBUS,OH",0157,3872-HILLIARD,3872,11871.0,3748551.0499999626
VA,0043-WASHINGTON DC,0043,4601-FAIRFAX,4601,24745.0,9140777.270000001
AZ,0006-PHOENIX,0006,0401-N PHOENIX,0401,5201.0,1232484.309999831
CA,0029-SACRAMENTO,0029,1003-MEADOWVIEW,1003,5558.0,764355.669999968
FL,0002-MIAMI/FTL/WPALM,0002,0206-WEST DADE,0206,38298.0,18059348.910000153
ME,0112-MAINE,0112,2414-BANGOR,2414,7042.0,1041306.1399999819
DE,0034-PHIL/PA/NJ/DE,0034,"8440-WILMINGTON,DE",8440,4576.0,556718.330000015
TX,0008-HOUSTON,0008,6530-ROSENBERG,6530,4433.0,697790.3999999504
NJ,0015-NEW JERSEY,0015,0918-MILLTOWN,0918,16314.0,5322497.39999983
WI,0101-MINNESOTA,0101,4905-LA CROSSE,4905,10458.84,2561837.3600004017
MS,0102-JACKSON,0102,2909-VICKSBURG,2909,2723.0,102364.63999999987
OH,0139-CLEVELAND,0139,3805-BOARDMAN,3805,4824.0,1059526.720000008
NJ,0015-NEW JERSEY,0015,"0980-NEWARK,NJ",0980,9019.0,3821825.0499999663
NY,0020-LONG ISLAND,0020,1206-FREEPORT,1206,9133.0,8585681.979999848
TX,0016-DALLAS/FT WORTH,0016,6833-CENTRAL PLANO,6833,10429.0,1424116.5499998687
CO,0051-COLORADO,0051,1544-N FT COLLINS,1544,9920.5,6513843.950000159
MI,0127-UPPER PENINSULA,0127,2767-LUDINGTON,2767,6833.0,545135.0300000063
NH,0260-NEW HAMPSHIRE,0260,3408-CLAREMONT,3408,10293.0,3983998.4599998672
MN,0101-MINNESOTA,0101,2828-BLAINE,2828,8429.0,3237638.519999853
CA,0047-INLAND/DESERT,0047,6683-RIALTO,6683,9331.0,1249053.769999993
WI,0164-MILWAUKEE,0164,4920-W GREEN BAY,4920,7437.0,3095765.3500000057
RI,0039-BOSTON/MA/NH,0039,4284-WESTERLY,4284,7554.0,1047711.7499999598
WI,0164-MILWAUKEE,0164,4918-WAUKESHA,4918,8912.0,2393847.8100000382
CO,0051-COLORADO,0051,1549-JEFFERSON COUNTY,1549,10639.0,6086602.509999977
CA,0021-SAN FRANCISCO BAY,0021,0635-UNION CITY,0635,4896.0,691599.8099999566
CA,0021-SAN FRANCISCO BAY,0021,6967-SEASIDE,6967,5663.0,1137476.3099998934
UT,0076-UTAH,0076,4418-CEDAR CITY,4418,3976.0,774122.2899999988
OH,0139-CLEVELAND,0139,"3835-AVON,OH",3835,4520.0,539746.5100000064
NV,0036-LAS VEGAS,0036,3308-RAINBOW-ARROYO CROSSING,3308,13572.0,804568.5199998637
NM,0087-ALBUQUERQUE,0087,"3503-SANTA FE, NM",3503,11725.0,6387847.040000575
FL,0002-MIAMI/FTL/WPALM,0002,6325-WEST DELRAY,6325,22447.0,3484962.320000023
OH,0139-CLEVELAND,0139,"3810-CANTON, OH",3810,5707.0,1218827.25999999
GA,0001-ATLANTA,0001,0164-PEACHTREE CITY,0164,17121.0,7621279.95999985
CO,0051-COLORADO,0051,1512-FT COLLINS,1512,13981.0,4687182.690000203
FL,0002-MIAMI/FTL/WPALM,0002,0251-N MIAMI BEACH,0251,32535.0,14336054.169999283
PR,0133-PUERTO RICO,0133,6412-HATILLO,6412,19231.45,9877964.470005617
PA,0034-PHIL/PA/NJ/DE,0034,4145-WEST NORRITON,4145,4012.0,754928.7899999766
CA,0029-SACRAMENTO,0029,6669-ANTELOPE,6669,5742.0,1329633.0999999049
CO,0051-COLORADO,0051,1510-ACADEMY BLVD,1510,9627.0,5235044.060000112
WI,0164-MILWAUKEE,0164,4940-MENOMONEE FALLS,4940,8749.0,1192281.279999993
MT,0204-WESTERN MONTANA,0204,3103-GREAT FALLS,3103,13594.0,4525007.700000396
FL,0002-MIAMI/FTL/WPALM,0002,0249-OAKLAND PARK,0249,35069.0,9087905.730000056
NC,0045-CHARLOTTE,0045,3662-STEELE CREEK,3662,22394.0,4518501.769999975
OR,0054-PORTLAND,0054,4040-CLACKAMAS,4040,2352.0,1262833.3599997999
MN,0101-MINNESOTA,0101,2809-BURNSVILLE,2809,11235.0,3387872.7999998075
TN,0019-NASHVILLE,0019,0776-SMYRNA,0776,1321.0,264505.9800000002
FL,0025-FT.MYERS/NAPLES,0025,8444-FT MYERS EAST,8444,26548.0,8920969.699999377
ME,0112-MAINE,0112,2401-PORTLAND,2401,5924.0,794675.8800000126
PA,0106-PITTSBURGH,0106,4126-GREENSBURG,4126,5095.0,1129634.5599999982
AZ,0006-PHOENIX,0006,0481-N TUCSON (ORO VALLEY),0481,5450.0,1066601.0499998406
MO,0147-WICHITA,0147,8984-ST JOSEPH,8984,2897.0,211457.2299999995
FL,0002-MIAMI/FTL/WPALM,0002,6934-PORT ST LUCIE-SOUTH,6934,20212.0,2544764.799999915
FL,0003-ORL/MEL/DAYTONA,0003,0263-FOREST CITY,0263,14450.0,6409004.279999961
GA,0001-ATLANTA,0001,"1764-COMMERCE,GA",1764,8602.0,965096.0799999685
PA,0068-PENNSYLVANIA,0068,4138-LOWER PAXTON,4138,13463.0,4420162.7000000235
CA,0048-LA,0048,6963-HUNTINGTON BEACH,6963,3591.0,785354.8399999938
FL,0002-MIAMI/FTL/WPALM,0002,6336-PALM BAY,6336,12554.0,3908394.3899999573
WA,0094-SPOKANE,0094,4748-OMAK,4748,3036.0,395736.0699999674
CA,0048-LA,0048,0649-GLENDALE,0649,3721.0,962954.879999991
CA,0012-SAN DIEGO,0012,6612-ESCONDIDO,6612,12017.0,2313836.2099998654
GA,0001-ATLANTA,0001,0123-JONESBORO,0123,4590.0,821673.519999974
IL,0075-CHICAGO,0075,1904-SCHAUMBURG,1904,17666.0,2272588.059999992
FL,0004-TAMPA/ST.PETE,0004,6357-CLEARWATER,6357,7664.0,997338.5399999698
MI,0127-UPPER PENINSULA,0127,2759-GAYLORD,2759,3853.0,645128.8400000099
PA,0034-PHIL/PA/NJ/DE,0034,"4119-E WHITELAND/FRAZER, PA",4119,5076.0,897596.3199999635
GA,0477-SM-GEORGIA,0477,1748-HARTWELL,1748,20467.0,5780874.889999888
VA,0043-WASHINGTON DC,0043,4641-RESTON,4641,18900.0,6799282.809999716
TX,0042-AUSTIN,0042,0504-ROUND ROCK,0504,9008.0,818766.589999971
NJ,0015-NEW JERSEY,0015,0944-EDISON,0944,9578.0,3622268.439999964
UT,0076-UTAH,0076,4409-SANDY,4409,4357.0,914889.259999973
CA,0029-SACRAMENTO,0029,6688-STANFORD RANCH,6688,6972.0,1104310.9999998913
CA,0047-INLAND/DESERT,0047,6875-PERRIS,6875,16670.0,2560732.8099999507
VA,0043-WASHINGTON DC,0043,4638-HYBLA VALLEY,4638,21198.0,7002823.0099998675
TN,0009-KNOXVILLE,0009,0702-KINGSPORT,0702,4402.0,516481.2100000018
TX,0016-DALLAS/FT WORTH,0016,"0519-GAINESVILLE,TX",0519,19290.0,5611763.100000212
NJ,0015-NEW JERSEY,0015,0930-EGG HARBOR,0930,5810.0,1563985.0499998482
FL,0002-MIAMI/FTL/WPALM,0002,0208-POMPANO BEACH,0208,36158.0,11451232.94999934
GA,0001-ATLANTA,0001,"8413-JASPER, GA",8413,24712.0,8230309.289999802
FL,0014-JACKSONVILLE,0014,6935-MIDDLEBURG,6935,3535.0,785093.7499999674
VA,0177-NORFOLK,0177,4626-VA BEACH/PRINCESS ANNE,4626,33134.0,11105796.449999942
OH,0156-CINCINNATI,0156,3832-PLEASANT RIDGE,3832,14034.0,6053594.160000121
GA,0001-ATLANTA,0001,0157-MCDONOUGH,0157,5314.0,1164685.2099999676
CA,0048-LA,0048,6883-E PALMDALE,6883,4088.0,742739.9699999971
TN,"0541-COVINGTON, TN",0541,"0779-COVINGTON,TN",0779,372.0,60351.74999999992
TX,0040-SAN ANTONIO,0040,8437-SEGUIN,8437,16666.0,10221054.170000024
CA,0048-LA,0048,0608-CERRITOS,0608,4516.0,957985.030000007
GA,0001-ATLANTA,0001,0149-ALPHARETTA,0149,27126.0,6824394.489999836
NY,0086-ALBANY,0086,1241-ALBANY,1241,2681.0,416287.4600000032
CA,0047-INLAND/DESERT,0047,6971-YUCCA VALLEY,6971,10222.0,1625990.8499999936
OH,"0157-COLUMBUS,OH",0157,3887-NEWARK,3887,10479.0,6075418.229999897
IL,0234-METRO CHICAGO,0234,1974-ARMITAGE / CICERO,1974,21867.0,4644572.08999989
AZ,0006-PHOENIX,0006,0417-OCOTILLO/S CHANDLER,0417,5719.0,863142.8399998887
PA,0106-PITTSBURGH,0106,4159-ROSS TOWNSHIP,4159,3670.0,521295.63000000274
IL,0075-CHICAGO,0075,1935-CHICAGO RIDGE,1935,7791.0,460622.9500000034
IN,0276-INDIANAPOLIS,0276,2018-CASTLETON,2018,14538.0,2887557.339999997
AR,0113-W. LITTLE ROCK,0113,8919-S LITTLE ROCK,8919,2565.0,248668.11000000313
WI,0164-MILWAUKEE,0164,4941-SE MILWAUKEE,4941,10261.0,3348062.8899998986
FL,0002-MIAMI/FTL/WPALM,0002,0220-LAKE PARK,0220,18620.0,2531152.9500000104
IL,0075-CHICAGO,0075,6822-ALSIP,6822,11119.0,2080250.6699999524
VA,0043-WASHINGTON DC,0043,4604-DALE CITY,4604,29532.0,12066744.519999713
OH,0237-DAYTON,0237,"3867-SPRINGFIELD,OH",3867,13861.0,4164648.030000032
TX,0042-AUSTIN,0042,6892-AUSTIN MUELLER AIRPORT,6892,7138.0,1254677.060000012
MD,0043-WASHINGTON DC,0043,2571-LAUREL,2571,3957.0,845936.089999997
GA,0001-ATLANTA,0001,0128-CONYERS,0128,5912.0,861516.4399999741
IL,0075-CHICAGO,0075,1927-PALATINE,1927,10227.0,2492327.0399999353
CA,0012-SAN DIEGO,0012,0669-CARMEL MTN,0669,8089.0,1854584.85999983
MI,0593-OWOSSO,0593,2772-CALEDONIA TWSHP,2772,5183.0,799241.3500000101
TX,0152-MCALLEN,0152,8519-MISSION,8519,25958.0,8957692.009999935
VA,0176-RICHMOND,0176,4631-MIDLOTHIAN,4631,25219.0,6585698.619999599
WA,0044-SEA/TAC,0044,8563-OAK HARBOR,8563,3049.0,844126.5299999025
AR,0349-JONESBORO,0349,"1406-JONESBORO,AR",1406,3393.0,225238.00000000402
MA,0272-INDIAN ORCHARD,0272,8452-HADLEY,8452,2761.0,601357.9699999996
AZ,0006-PHOENIX,0006,0485-CAMELBACK,0485,5919.0,2067483.3799997147
CA,0029-SACRAMENTO,0029,1086-S FRESNO,1086,4876.0,840289.9699999508
TX,0016-DALLAS/FT WORTH,0016,0528-MCKINNEY,0528,23704.0,4879517.180000173
TX,0230-LAREDO,0230,6540-LAREDO,6540,16789.0,4600509.109999892
ME,0112-MAINE,0112,"2404-AUGUSTA, ME",2404,5163.0,780704.5500000118
RI,0039-BOSTON/MA/NH,0039,4287-MIDDLETOWN,4287,4671.0,877962.4499999699
DE,0034-PHIL/PA/NJ/DE,0034,1602-BRANDYWINE,1602,5445.0,1025062.6699999531
IN,0276-INDIANAPOLIS,0276,"2034-LAFAYETTE, IN",2034,10939.0,2082954.9100000032
NC,0045-CHARLOTTE,0045,3628-HICKORY,3628,17820.0,6172129.479999895
CA,0047-INLAND/DESERT,0047,1013-REDLANDS,1013,11813.0,2047049.8599999822
IN,0300-BENTON CHARTER,0300,2033-MISHAWAKA,2033,5698.0,428749.30000000226
IL,0075-CHICAGO,0075,1957-WEST AURORA,1957,6854.0,398208.9500000044
IN,0445-LOUISVILLE TEMP,0445,2003-EVANSVILLE,2003,25673.0,4437540.219999949
ME,0112-MAINE,0112,2407-WATERVILLE,2407,5680.0,1056445.9999999925
NY,0065-WAPPING/WALLKILL,0065,1207-WAPPINGERS FALLS,1207,4190.0,377503.2599999956
FL,0002-MIAMI/FTL/WPALM,0002,6378-E HIALEAH,6378,30415.0,19408752.150000095
MN,0101-MINNESOTA,0101,2813-EAGAN,2813,10432.0,3144123.769999766
CA,0029-SACRAMENTO,0029,6682-REDDING,6682,4480.0,1367272.249999849
LA,0102-JACKSON,0102,0366-MONROE,0366,1646.0,158357.32999999975
TX,0016-DALLAS/FT WORTH,0016,6588-WICHITA FALLS,6588,18895.0,4047703.410000313
LA,0005-NEW ORLEANS,0005,0362-HARAHAN,0362,3034.0,156106.0400000004
MD,0043-WASHINGTON DC,0043,"2580-WESTMINSTER,MD",2580,22595.0,6343281.6800001105
DE,0034-PHIL/PA/NJ/DE,0034,"6843-MIDDLETOWN,DE",6843,4732.0,533009.2200000078
TX,0008-HOUSTON,0008,6517-LAKE JACKSON,6517,31548.0,8826128.050000276
NM,0302-ROSWELL,0302,3515-HOBBS,3515,9288.0,2492893.869999826
WA,0054-PORTLAND,0054,"4718-VANCOUVER, WA",4718,3799.0,1575437.2899998005
TN,0009-KNOXVILLE,0009,0739-SEVIERVILLE,0739,3015.0,609102.2900000024
MD,0043-WASHINGTON DC,0043,2576-EDGEWOOD,2576,4181.0,950875.2899999913
TN,0327-MEMPHIS,0327,"0727-JACKSON, TN",0727,1131.0,167919.0799999997
FL,0014-JACKSONVILLE,0014,0272-REGENCY SQ,0272,4812.0,710020.0899999662
TX,0249-LONGVIEW,0249,6566-PARIS,6566,3099.0,321051.129999997
CA,0048-LA,0048,0654-COMMERCE,0654,4445.0,813248.2999999848
TX,0016-DALLAS/FT WORTH,0016,"6581-ROANOKE,TX",6581,19601.0,5068541.259999987
PA,0106-PITTSBURGH,0106,4136-EAST LIBERTY,4136,5014.0,789795.4200000083
OH,0139-CLEVELAND,0139,3882-WADSWORTH,3882,4820.0,691639.6700000126
TN,0027-CHATTANOOGA,0027,0742-CHATTANOOGA,0742,41836.0,5915702.309999752
TX,0152-MCALLEN,0152,6528-HARLINGEN,6528,20019.0,9777152.710000155
GA,0001-ATLANTA,0001,0160-LAGRANGE,0160,4701.0,895325.6999999813
CT,0010-HARTFORD/S CONN,0010,"6233-MIDDLETOWN,CT",6233,6284.0,3931823.619999968
CA,0048-LA,0048,6617-GLENDORA,6617,4504.0,1048053.3599999867
GA,0001-ATLANTA,0001,0117-WAGES DRIVE,0117,7421.0,1002016.5199999568
MI,0072-DETROIT,0072,2733-PORT HURON (FT GRATIOT),2733,11818.0,3459177.7099999283
KY,0115-LOUISVILLE,0115,2305-WESTPORT,2305,20628.0,7371812.069999988
IA,0158-DES MOINES,0158,2115-URBANDALE,2115,9953.0,3588821.0700000627
PA,0034-PHIL/PA/NJ/DE,0034,4137-DOWNINGTOWN,4137,5217.0,966206.4499999536
TX,0016-DALLAS/FT WORTH,0016,"6549-LAKE WORTH,TX",6549,40856.0,10918353.170000196
TX,0016-DALLAS/FT WORTH,0016,0537-EULESS,0537,21773.0,4704249.1200000895
CA,0021-SAN FRANCISCO BAY,0021,0634-CONCORD,0634,6106.0,1788469.509999905
AK,"0186-ANCHORAGE,ALASKA",0186,1304-WASILLA,1304,3662.0,510910.74999997276
HI,0266-OUTER ISLANDS,0266,1705-LIHUE-KAUAI,1705,1040.0,494271.0499999598
FL,0004-TAMPA/ST.PETE,0004,6319-E BRADENTON,6319,15891.0,4883907.110000003
MI,0072-DETROIT,0072,2729-WHITE LAKE,2729,10656.0,3021650.9499998568
NY,0116-NEW YORK CITY,0116,6891-BRONX TERMINAL,6891,9502.0,1958923.2399999157
CA,0048-LA,0048,6623-GOLETA,6623,5748.0,1036824.0099999885
GA,0447-ATLANTA TEMP,0447,1773-CORDELE,1773,16469.0,4089684.8199999435
WA,0044-SEA/TAC,0044,4701-TACOMA,4701,3209.0,920039.7399998824
CA,0021-SAN FRANCISCO BAY,0021,1069-WATSONVILLE,1069,5156.0,949866.5899999507
KS,0129-KANSAS CITY,0129,2216-LEAVENWORTH,2216,3058.0,412165.0799999998
CO,0051-COLORADO,0051,1516-PARKER,1516,11652.0,6748993.020000037
MA,0272-INDIAN ORCHARD,0272,8923-WESTFIELD,8923,2042.0,740017.259999998
FL,0004-TAMPA/ST.PETE,0004,0244-BRADENTON,0244,20246.0,7686324.469999847
PR,0133-PUERTO RICO,0133,6415-HUMACAO,6415,28746.68,2129131.059999886
TX,0008-HOUSTON,0008,6860-KINGSBRIDGE,6860,36017.0,10878996.790001081
VA,0043-WASHINGTON DC,0043,4639-FAIRFAX CIRCLE,4639,20009.0,6101846.519999758
NY,0020-LONG ISLAND,0020,8465-RACEWAY,8465,10041.0,3141967.0899999645
RI,0039-BOSTON/MA/NH,0039,4279-COVENTRY,4279,7178.0,801319.2900000091
CA,0012-SAN DIEGO,0012,1074-VISTA,1074,10776.0,1375544.1999999501
NY,0116-NEW YORK CITY,0116,1255-LONG ISLAND CITY,1255,10470.0,4998064.719999794
MO,0148-FAYETTEVILLE,0148,3038-BRANSON,3038,3453.0,318996.3600000021
MN,0101-MINNESOTA,0101,2808-PLYMOUTH,2808,15010.0,5704242.529999778
CA,0021-SAN FRANCISCO BAY,0021,8408-UKIAH,8408,4960.0,615057.1699999688
PA,0034-PHIL/PA/NJ/DE,0034,6866-BUSTLETON AVE,6866,4429.0,660587.3699999999
GA,0001-ATLANTA,0001,"0178-RIVERDALE, GA",0178,5705.0,736426.329999982
CA,0048-LA,0048,1840-EL TORO,1840,6150.0,1311749.1800000002
TX,0152-MCALLEN,0152,6984-N BROWNSVILLE,6984,23138.0,8069127.299999566
VA,0177-NORFOLK,0177,4612-HAMPTON,4612,25084.0,8541029.859999985
VA,0176-RICHMOND,0176,4611-RICHMOND/W BROAD,4611,22672.0,6251017.059999788
MA,0039-BOSTON/MA/NH,0039,2670-QUINCY,2670,9690.0,3655027.679999886
NJ,0015-NEW JERSEY,0015,0940-BERLIN TOWNSHIP,0940,5198.0,1375706.459999859
IL,0234-METRO CHICAGO,0234,1950-SOUTH LOOP,1950,12558.0,3434021.399999915
VA,0335-ROANOKE,0335,4655-LYNCHBURG,4655,3532.0,765921.4899999936
IL,0234-METRO CHICAGO,0234,1961-ELSTON/LEAVITT,1961,14438.0,3156208.30999988
PA,0068-PENNSYLVANIA,0068,4127-STROUDSBURG,4127,16346.0,8194338.550000088
PA,0068-PENNSYLVANIA,0068,4120-MECHANICSBURG,4120,15372.0,5132978.509999947
RI,0039-BOSTON/MA/NH,0039,4286-JOHNSTON,4286,8235.0,776180.4300000069
MI,0072-DETROIT,0072,2718-HARPER WOODS,2718,11909.0,4498551.389999982
CT,0010-HARTFORD/S CONN,0010,6209-DANBURY,6209,9240.0,7402654.219999674
TX,0042-AUSTIN,0042,6542-SE AUSTIN,6542,7450.0,878272.3899999723
CT,0010-HARTFORD/S CONN,0010,6215-WATERFORD,6215,2130.0,922537.9700000023
PA,0106-PITTSBURGH,0106,4116-WILKINS,4116,5501.0,941513.6599999993
OH,0156-CINCINNATI,0156,3814-CROSS COUNTY (COLERAIN),3814,12717.0,4983632.259999922
NM,0087-ALBUQUERQUE,0087,3508-FARMINGTON,3508,9227.0,3045311.2299998035
TX,0042-AUSTIN,0042,6553-HOWARD LANE,6553,8207.0,858705.5699999571
CT,0010-HARTFORD/S CONN,0010,6214-ENFIELD,6214,8382.0,6698800.330000228
FL,0060-TALLAHASSEE,0060,0254-TALLAHASSEE,0254,20716.0,11485559.00999872
FL,0004-TAMPA/ST.PETE,0004,0256-STADIUM,0256,25262.0,7745205.419999745
MI,0072-DETROIT,0072,2727-ROCHESTER HILLS,2727,10965.0,3898315.0599999283
KY,0115-LOUISVILLE,0115,"2302-DIXIE HWY, KY",2302,21281.0,6593474.75000012
TX,0016-DALLAS/FT WORTH,0016,6505-WAXAHACHIE,6505,14221.0,901755.469999959
WI,0101-MINNESOTA,0101,4935-HUDSON,4935,13393.0,2588992.0900002643
AZ,0006-PHOENIX,0006,0441-AVONDALE,0441,5507.0,1358823.1099997766
TN,0009-KNOXVILLE,0009,0744-MORRISTOWN,0744,2204.0,442657.43000000156
CA,0048-LA,0048,0612-CANOGA PARK,0612,5677.0,680703.1900000018
IN,0588-LOGANSPORT,0588,2023-LOGANSPORT,2023,13765.0,4326035.770000025
VA,0176-RICHMOND,0176,4653-NORTH RICHMOND,4653,33349.0,9924872.229999706
OH,0237-DAYTON,0237,3857-MIAMISBURG,3857,13114.0,3748736.789999959
OH,0594-SALEM,0594,3877-SALEM,3877,4417.0,864274.0400000109
PA,0068-PENNSYLVANIA,0068,4162-MATAMORAS,4162,9033.0,4427772.399999964
CA,0021-SAN FRANCISCO BAY,0021,6621-CAPITOL EXPRESSWAY,6621,3941.0,710717.759999977
CA,0048-LA,0048,6632-WOODLAND HILLS,6632,3816.0,1362582.4799999828
TN,0466-SM-TENNESSEE,0466,0748-MANCHESTER,0748,662.0,71899.08999999968
NM,0073-EL PASO,0073,3505-LAS CRUCES,3505,5558.0,2441837.8499997347
CA,0197-COLMA PRO-SUPPLY,0197,6655-THE HOME DEPOT PRO,6655,994.0,487190.1199999915
NY,0020-LONG ISLAND,0020,8466-SYOSSET,8466,14682.0,3752961.4499999387
OH,"0157-COLUMBUS,OH",0157,3816-BRICE ROAD,3816,13157.0,4077154.5699999663
CO,0051-COLORADO,0051,1507-DENVER SW,1507,9662.0,4448507.880000077
IL,0304-CENTRAL ILLINOIS,0304,6987-NORMAL,6987,5520.0,901318.9699999874
CO,0051-COLORADO,0051,1535-EVERGREEN,1535,7157.0,4238338.620000098
NJ,0015-NEW JERSEY,0015,0950-PASSAIC,0950,10403.0,4326228.019999929
CO,0051-COLORADO,0051,1511-PUEBLO,1511,10631.0,4147778.719999985
TN,0009-KNOXVILLE,0009,0701-JOHNSON CITY,0701,2958.0,671433.9100000022
MA,0039-BOSTON/MA/NH,0039,"2684-WORCESTER,MA",2684,9348.0,5899816.999999835
MI,0072-DETROIT,0072,2744-SOUTH CANTON,2744,7576.0,3626906.9899999294
